w,AUC,AP,LogLoss
0.6,0.8539961888496914,0.8712801723481662,0.5167810711858829
0.7,0.8502872633430306,0.869177485608431,0.5189642524711874
0.8,0.8469103500136446,0.8671772071427806,0.5209622028327217
0.9,0.8439638875597076,0.8654113006711722,0.5227945022916889
